"source_type","current_url","title","parent_id","content_count","http_status","in_current_sitemap","keep_url","recommended_action","proposed_url","component","note"
"post","https://topicauni.edu.vn/hoc-dai-hoc-tu-xa-khong-that-bai-vi-chuong-trinh-ma-vi-ky-vong-sai-lech/","Học đại học từ xa không thất bại vì chương trình, mà vì kỳ vọng sai lệch","","","200","yes","yes","preserve","/hoc-dai-hoc-tu-xa-khong-that-bai-vi-chuong-trinh-ma-vi-ky-vong-sai-lech/","ArticlePage","Preserve URL and migrate content verbatim before redesign."
"post","https://topicauni.edu.vn/hoc-phi-mot-ky-dai-hoc-tai-vien-dao-tao-quoc-te-topica-it-hon-ban-nghi/","HỌC PHÍ MỘT KỲ ĐẠI HỌC TẠI VIỆN ĐÀO TẠO QUỐC TẾ TOPICA – ÍT HƠN BẠN NGHĨ","","","200","yes","yes","preserve","/hoc-phi-mot-ky-dai-hoc-tai-vien-dao-tao-quoc-te-topica-it-hon-ban-nghi/","ArticlePage","Preserve URL and migrate content verbatim before redesign."
"post","https://topicauni.edu.vn/hoi-chung-so-bat-dau-lai-o-nguoi-hoc-dai-hoc-tu-xa-sau-25-tuoi/","Hội chứng “sợ bắt đầu lại” ở người học đại học từ xa sau 25 tuổi","","","200","yes","yes","preserve","/hoi-chung-so-bat-dau-lai-o-nguoi-hoc-dai-hoc-tu-xa-sau-25-tuoi/","ArticlePage","Preserve URL and migrate content verbatim before redesign."
"post","https://topicauni.edu.vn/hop-bao-cao-tien-do-thuc-tap-doanh-nghiep-ojt-tai-vien-dao-tao-quoc-te-topica/","HỌP BÁO CÁO TIẾN ĐỘ THỰC TẬP DOANH NGHIỆP (OJT) TẠI VIỆN ĐÀO TẠO QUỐC TẾ TOPICA","","","200","yes","yes","preserve","/hop-bao-cao-tien-do-thuc-tap-doanh-nghiep-ojt-tai-vien-dao-tao-quoc-te-topica/","ArticlePage","Preserve URL and migrate content verbatim before redesign."
"post","https://topicauni.edu.vn/mau-don-dang-ky-xet-tuyen-dai-hoc-nam-2026/","MẪU ĐƠN ĐĂNG KÝ XÉT TUYỂN ĐẠI HỌC NĂM 2026","","","200","yes","yes","preserve","/mau-don-dang-ky-xet-tuyen-dai-hoc-nam-2026/","ArticlePage","Preserve URL and migrate content verbatim before redesign."
"post","https://topicauni.edu.vn/nhung-gia-tri-vo-hinh-ma-nguoi-hoc-dai-hoc-tu-xa-nhan-duoc/","Những giá trị vô hình mà người học đại học từ xa nhận được","","","200","yes","yes","preserve","/nhung-gia-tri-vo-hinh-ma-nguoi-hoc-dai-hoc-tu-xa-nhan-duoc/","ArticlePage","Preserve URL and migrate content verbatim before redesign."
"post","https://topicauni.edu.vn/quyet-dinh-ban-hanh-ke-hoach-trien-khai-cong-tac-tuyen-sinh-dai-hoc-tuyen-sinh-cao-dang-nam-2026/","Quyết định Ban hành Kế hoạch triển khai công tác tuyển sinh đại học, tuyển sinh cao đẳng năm 2026","","","200","yes","yes","preserve","/quyet-dinh-ban-hanh-ke-hoach-trien-khai-cong-tac-tuyen-sinh-dai-hoc-tuyen-sinh-cao-dang-nam-2026/","ArticlePage","Preserve URL and migrate content verbatim before redesign."
"post","https://topicauni.edu.vn/tam-giac-chat-luong-trong-dao-tao-dai-hoc-tu-xa/","Tam giác chất lượng trong đào tạo đại học từ xa","","","200","yes","yes","preserve","/tam-giac-chat-luong-trong-dao-tao-dai-hoc-tu-xa/","ArticlePage","Preserve URL and migrate content verbatim before redesign."
"post","https://topicauni.edu.vn/thi-truong-lao-dong-hien-nay-chi-co-bang-thpt-se-doi-mat-voi-dieu-gi/","Thị trường lao động hiện nay: Chỉ có bằng THPT sẽ đối mặt với điều gì?","","","200","yes","yes","preserve","/thi-truong-lao-dong-hien-nay-chi-co-bang-thpt-se-doi-mat-voi-dieu-gi/","ArticlePage","Preserve URL and migrate content verbatim before redesign."
"post","https://topicauni.edu.vn/thong-bao-to-chuc-hoi-nghi-doi-thoai-giua-sinh-vien-va-lanh-dao-nha-truong-nam-hoc-2025-2026/","Thông báo Tổ chức Hội nghị đối thoại giữa sinh viên và lãnh đạo Nhà trường năm học 2025 – 2026","","","200","yes","yes","preserve","/thong-bao-to-chuc-hoi-nghi-doi-thoai-giua-sinh-vien-va-lanh-dao-nha-truong-nam-hoc-2025-2026/","ArticlePage","Preserve URL and migrate content verbatim before redesign."
"post","https://topicauni.edu.vn/thong-bao-tuyen-sinh-dai-hoc-chinh-quy-hinh-thuc-tu-xa-pxuni-elearning-nam-2026-dot-2/","THÔNG BÁO TUYỂN SINH ĐẠI HỌC CHÍNH QUY HÌNH THỨC TỪ XA (PXUni-Elearning) NĂM 2026 – ĐỢT 2","","","200","yes","yes","preserve","/thong-bao-tuyen-sinh-dai-hoc-chinh-quy-hinh-thuc-tu-xa-pxuni-elearning-nam-2026-dot-2/","ArticlePage","Preserve URL and migrate content verbatim before redesign."
"post","https://topicauni.edu.vn/thong-bao-tuyen-sinh/","Thông báo tuyển sinh","","","200","yes","review","content-owner-review","/thong-bao-tuyen-sinh/","ArticlePage","A Page and a Post currently claim the same URL; select one canonical content owner."
"post","https://topicauni.edu.vn/thong-tin-tuyen-sinh-nam-2026/","THÔNG TIN TUYỂN SINH NĂM 2026","","","200","yes","yes","preserve","/thong-tin-tuyen-sinh-nam-2026/","ArticlePage","Preserve URL and migrate content verbatim before redesign."
"post","https://topicauni.edu.vn/topica-thuc-day-hop-tac-dao-tao-mo-rong-co-hoi-hoc-dai-hoc-cho-sinh-vien-cao-dang-quang-nam/","TOPICA THÚC ĐẨY HỢP TÁC ĐÀO TẠO, MỞ RỘNG CƠ HỘI HỌC ĐẠI HỌC CHO SINH VIÊN CAO ĐẲNG QUẢNG NAM","","","200","yes","yes","preserve","/topica-thuc-day-hop-tac-dao-tao-mo-rong-co-hoi-hoc-dai-hoc-cho-sinh-vien-cao-dang-quang-nam/","ArticlePage","Preserve URL and migrate content verbatim before redesign."
"post","https://topicauni.edu.vn/tu-bang-thpt-len-bang-dai-hoc-lo-trinh-nang-cap-ho-so-nghe-nghiep/","Từ bằng THPT lên bằng Đại học: Lộ trình nâng cấp hồ sơ nghề nghiệp","","","200","yes","yes","preserve","/tu-bang-thpt-len-bang-dai-hoc-lo-trinh-nang-cap-ho-so-nghe-nghiep/","ArticlePage","Preserve URL and migrate content verbatim before redesign."
"post","https://topicauni.edu.vn/tuyen-dung-chuyen-vien-hoc-lieu-so-mon-toan-lam-viec-tai-tp-hue/","TUYỂN DỤNG CHUYÊN VIÊN HỌC LIỆU SỐ MÔN TOÁN LÀM VIỆC TẠI TP. HUẾ","","","200","yes","yes","preserve","/tuyen-dung-chuyen-vien-hoc-lieu-so-mon-toan-lam-viec-tai-tp-hue/","ArticlePage","Preserve URL and migrate content verbatim before redesign."
"post","https://topicauni.edu.vn/vien-dao-tao-quoc-te-topica-chuc-mung-le-tot-nghiep-sinh-vien-truong-cao-dang-viet-my/","VIỆN ĐÀO TẠO QUỐC TẾ TOPICA CHÚC MỪNG LỄ TỐT NGHIỆP SINH VIÊN TRƯỜNG CAO ĐẲNG VIỆT MỸ","","","200","yes","yes","preserve","/vien-dao-tao-quoc-te-topica-chuc-mung-le-tot-nghiep-sinh-vien-truong-cao-dang-viet-my/","ArticlePage","Preserve URL and migrate content verbatim before redesign."
"post","https://topicauni.edu.vn/vien-dao-tao-quoc-te-topica-tham-va-chuc-mung-cac-co-quan-bao-chi-nhan-ngay-bao-chi-cach-mang-viet-nam-21-6/","VIỆN ĐÀO TẠO QUỐC TẾ TOPICA THĂM VÀ CHÚC MỪNG CÁC CƠ QUAN BÁO CHÍ NHÂN NGÀY BÁO CHÍ CÁCH MẠNG VIỆT NAM 21/6","","","200","yes","yes","preserve","/vien-dao-tao-quoc-te-topica-tham-va-chuc-mung-cac-co-quan-bao-chi-nhan-ngay-bao-chi-cach-mang-viet-nam-21-6/","ArticlePage","Preserve URL and migrate content verbatim before redesign."
"post","https://topicauni.edu.vn/vien-dao-tao-quoc-te-topica-tuyen-dung-05-tu-van-vien-lam-viec-tai-hue/","VIỆN ĐÀO TẠO QUỐC TẾ TOPICA TUYỂN DỤNG 05 TƯ VẤN VIÊN LÀM VIỆC TẠI HUẾ","","","200","yes","yes","preserve","/vien-dao-tao-quoc-te-topica-tuyen-dung-05-tu-van-vien-lam-viec-tai-hue/","ArticlePage","Preserve URL and migrate content verbatim before redesign."
"post","https://topicauni.edu.vn/vien-dao-tao-quoc-te-topica-va-eholdings-group-ky-ket-hop-tac-mo-rong-ket-noi-dao-tao-va-phat-trien-nguon-nhan-luc/","VIỆN ĐÀO TẠO QUỐC TẾ TOPICA VÀ EHOLDINGS GROUP KÝ KẾT HỢP TÁC, MỞ RỘNG KẾT NỐI ĐÀO TẠO VÀ PHÁT TRIỂN NGUỒN NHÂN LỰC","","","200","yes","yes","preserve","/vien-dao-tao-quoc-te-topica-va-eholdings-group-ky-ket-hop-tac-mo-rong-ket-noi-dao-tao-va-phat-trien-nguon-nhan-luc/","ArticlePage","Preserve URL and migrate content verbatim before redesign."
